,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes,Num,Won,id
1031,1973,41,SFO,NFL,14,5,9,0,0.357,-0.2,1.4,-1.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,NolaDi0
1032,1974,42,SFO,NFL,14,6,8,0,0.429,-2.6,-2.1,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,NolaDi0
1033,1975,43,SFO,NFL,14,5,9,0,0.357,-4.7,-2.2,-2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,NolaDi0
1034,1978,46,NOR,NFL,16,7,9,0,0.438,-1.7,-0.5,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,NolaDi0
1035,1979,47,NOR,NFL,16,8,8,0,0.5,-1.2,2.3,-3.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,NolaDi0
1036,1980,48,NOR,NFL,12,0,12,0,0.0,-10.4,-1.1,-9.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,NolaDi0
1037,2005,46,SFO,NFL,16,4,12,0,0.25,-11.1,-5.6,-5.5,0.0,0.0,0.0,0.0,4.0,0,5.0,2.0,NolaMi0
1038,2006,47,SFO,NFL,16,7,9,0,0.438,-8.7,-3.5,-5.2,0.0,0.0,0.0,0.0,3.0,0,11.0,6.0,NolaMi0
1039,2007,48,SFO,NFL,16,5,11,0,0.313,-11.9,-9.9,-2.0,0.0,0.0,0.0,0.0,3.0,0,9.0,4.0,NolaMi0
1040,2008,49,SFO,NFL,7,2,5,0,0.286,-5.3,-2.9,-2.4,0.0,0.0,0.0,0.0,2.0,Fired after Week 7,4.0,0.0,NolaMi0
1041,1970,38,PIT,NFL,14,5,9,0,0.357,-7.4,-5.9,-1.5,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1042,1971,39,PIT,NFL,14,6,8,0,0.429,-3.6,-1.8,-1.8,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,NollCh0
1043,1972,40,PIT,NFL,14,11,3,0,0.786,10.0,3.4,6.6,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,NollCh0
1044,1973,41,PIT,NFL,14,10,4,0,0.714,8.2,4.5,3.8,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,NollCh0
1045,1974,42,PIT,NFL,14,10,3,1,0.75,6.8,2.3,4.5,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,NollCh0
1046,1975,43,PIT,NFL,14,12,2,0,0.857,14.2,5.4,8.8,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,NollCh0
1047,1976,44,PIT,NFL,14,10,4,0,0.714,15.3,5.7,9.6,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,NollCh0
1048,1977,45,PIT,NFL,14,9,5,0,0.643,6.2,3.9,2.3,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,NollCh0
1049,1978,46,PIT,NFL,16,14,2,0,0.875,8.2,2.6,5.6,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,NollCh0
1050,1979,47,PIT,NFL,16,12,4,0,0.75,11.9,6.8,5.1,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,NollCh0
1051,1980,48,PIT,NFL,16,9,7,0,0.563,2.3,2.4,-0.1,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1052,1981,49,PIT,NFL,16,8,8,0,0.5,2.7,1.2,1.5,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,NollCh0
1053,1982,50,PIT,NFL,9,6,3,0,0.667,5.2,3.4,1.8,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,NollCh0
1054,1983,51,PIT,NFL,16,10,6,0,0.625,-0.1,-1.2,1.1,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,NollCh0
1055,1984,52,PIT,NFL,16,9,7,0,0.563,3.3,2.4,0.9,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,NollCh0
1056,1985,53,PIT,NFL,16,7,9,0,0.438,-0.5,0.6,-1.1,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1057,1986,54,PIT,NFL,16,6,10,0,0.375,-1.0,-1.3,0.3,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1058,1987,55,PIT,NFL,15,8,7,0,0.533,0.7,-2.2,2.9,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1059,1988,56,PIT,NFL,16,5,11,0,0.313,-5.3,0.1,-5.5,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,NollCh0
1060,1989,57,PIT,NFL,16,9,7,0,0.563,-3.7,-4.3,0.6,2.0,1.0,1.0,0.5,3.0,0,0.0,0.0,NollCh0
1061,1990,58,PIT,NFL,16,9,7,0,0.563,1.6,-3.4,5.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,NollCh0
1062,1991,59,PIT,NFL,16,7,9,0,0.438,-2.9,-0.8,-2.2,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,NollCh0
1063,1973,52,NOR,NFL,14,5,9,0,0.357,-8.8,-7.0,-1.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,NortJo0
1064,1974,53,NOR,NFL,14,5,9,0,0.357,-7.3,-5.7,-1.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,NortJo0
1065,1975,54,NOR,NFL,6,1,5,0,0.167,-14.1,-8.2,-5.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,NortJo0
1066,2014,45,HOU,NFL,16,9,7,0,0.563,1.7,-0.8,2.5,0.0,0.0,0.0,0.0,2.0,0,6.0,1.0,OBriBi0
1067,2015,46,HOU,NFL,16,9,7,0,0.563,-0.8,-3.3,2.6,1.0,0.0,1.0,0.0,1.0,0,10.0,6.0,OBriBi0
1068,2016,47,HOU,NFL,16,9,7,0,0.563,-2.6,-5.3,2.7,2.0,1.0,1.0,0.5,1.0,0,4.0,1.0,OBriBi0
1069,2017,48,HOU,NFL,16,4,12,0,0.25,-6.4,-0.8,-5.6,0.0,0.0,0.0,0.0,3.0,0,6.0,4.0,OBriBi0
1070,2018,49,HOU,NFL,16,11,5,0,0.688,3.8,2.4,1.4,1.0,0.0,1.0,0.0,1.0,0,4.0,2.0,OBriBi0
1071,2019,50,HOU,NFL,16,10,6,0,0.625,0.5,1.0,-0.5,2.0,1.0,1.0,0.5,1.0,0,8.0,1.0,OBriBi0
1072,2020,51,HOU,NFL,4,0,4,0,0.0,-5.5,-1.4,-4.1,0.0,0.0,0.0,0.0,3.0,Fired after week 4,0.0,0.0,OBriBi0
1073,1978,39,SFO,NFL,7,1,6,0,0.143,-9.1,-4.6,-4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,OConFr0
1074,2022,37,MIN,NFL,17,13,4,0,0.765,-0.1,2.8,-2.9,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,OConKe0
1075,2023,38,MIN,NFL,17,7,10,0,0.412,-0.6,-1.6,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,OConKe0
1076,2024,39,MIN,NFL,17,14,3,0,0.824,6.2,2.8,3.4,1.0,0.0,1.0,0.0,2.0,0.0,10.0,6.0,OConKe0
1077,2025,40,MIN,NFL,17,9,8,0,0.529,0.7,-3.4,4.2,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,OConKe0
1078,2012,52,IND,NFL,16,11,5,0,0.688,-4.7,-1.9,-2.8,1.0,0.0,1.0,0.0,2.0,Missed 12 games due to cancer treatments,7.0,2.0,PagaCh0
1079,2013,53,IND,NFL,16,11,5,0,0.688,4.0,1.7,2.3,2.0,1.0,1.0,0.5,1.0,0,7.0,6.0,PagaCh0
1080,2014,54,IND,NFL,16,11,5,0,0.688,4.4,5.2,-0.8,3.0,2.0,1.0,0.667,1.0,0,7.0,5.0,PagaCh0
1081,2015,55,IND,NFL,16,8,8,0,0.5,-6.7,-3.1,-3.6,0.0,0.0,0.0,0.0,2.0,0,6.0,0.0,PagaCh0
1082,2016,56,IND,NFL,16,8,8,0,0.5,0.4,3.1,-2.7,0.0,0.0,0.0,0.0,3.0,0,6.0,3.0,PagaCh0
1083,2017,57,IND,NFL,16,4,12,0,0.25,-10.1,-6.1,-4.0,0.0,0.0,0.0,0.0,3.0,0,8.0,4.0,PagaCh0
1084,1999,50,CLE,NFL,16,2,14,0,0.125,-14.1,-7.6,-6.5,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,PalmCh0
1085,2000,51,CLE,NFL,16,3,13,0,0.188,-14.6,-9.1,-5.5,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,PalmCh0
1086,1983,42,NYG,NFL,16,3,12,1,0.219,-2.1,-5.5,3.4,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ParcBi0
1087,1984,43,NYG,NFL,16,9,7,0,0.563,0.8,-2.2,3.1,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,ParcBi0
1088,1985,44,NYG,NFL,16,10,6,0,0.625,3.9,2.1,1.8,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,ParcBi0
1089,1986,45,NYG,NFL,16,14,2,0,0.875,9.0,3.2,5.8,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,ParcBi0
1090,1987,46,NYG,NFL,15,6,9,0,0.4,-0.7,-2.9,2.2,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ParcBi0
1091,1988,47,NYG,NFL,16,10,6,0,0.625,2.2,1.5,0.7,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ParcBi0
1092,1989,48,NYG,NFL,16,12,4,0,0.75,6.4,1.9,4.6,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ParcBi0
1093,1990,49,NYG,NFL,16,13,3,0,0.813,7.7,0.0,7.6,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,ParcBi0
1094,1993,52,NWE,NFL,16,5,11,0,0.313,-3.8,-4.0,0.3,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,ParcBi0
1095,1994,53,NWE,NFL,16,10,6,0,0.625,3.2,1.9,1.3,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,ParcBi0
1096,1995,54,NWE,NFL,16,6,10,0,0.375,-5.4,-2.8,-2.6,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,ParcBi0
1097,1996,55,NWE,NFL,16,11,5,0,0.688,5.1,4.9,0.2,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ParcBi0
1098,1997,56,NYJ,NFL,16,9,7,0,0.563,2.9,0.1,2.8,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ParcBi0
1099,1998,57,NYJ,NFL,16,12,4,0,0.75,11.2,5.4,5.8,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,ParcBi0
1100,1999,58,NYJ,NFL,16,8,8,0,0.5,3.1,0.2,2.9,0.0,0.0,0.0,0.0,4.0,0,5.0,2.0,ParcBi0
1101,2003,62,DAL,NFL,16,10,6,0,0.625,-0.5,-3.2,2.7,1.0,0.0,1.0,0.0,2.0,0,6.0,3.0,ParcBi0
1102,2004,63,DAL,NFL,16,6,10,0,0.375,-7.8,-3.0,-4.8,0.0,0.0,0.0,0.0,3.0,0,5.0,0.0,ParcBi0
1103,2005,64,DAL,NFL,16,9,7,0,0.563,3.2,-0.1,3.2,0.0,0.0,0.0,0.0,3.0,0,6.0,3.0,ParcBi0
1104,2006,65,DAL,NFL,16,9,7,0,0.563,3.7,5.0,-1.3,1.0,0.0,1.0,0.0,2.0,0,9.0,6.0,ParcBi0
1105,1975,39,CHI,NFL,14,4,10,0,0.286,-11.5,-4.9,-6.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
1106,1976,40,CHI,NFL,14,7,7,0,0.5,4.6,0.3,4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PardJa0
1107,1977,41,CHI,NFL,14,9,5,0,0.643,-3.6,0.0,-3.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
1108,1978,42,WAS,NFL,16,8,8,0,0.5,-0.4,-1.1,0.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
1109,1979,43,WAS,NFL,16,10,6,0,0.625,2.5,0.9,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
1110,1980,44,WAS,NFL,16,6,10,0,0.375,-1.1,-4.4,3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
1111,1990,54,HOU,NFL,16,9,7,0,0.563,5.2,4.9,0.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
1112,1991,55,HOU,NFL,16,11,5,0,0.688,8.4,4.9,3.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,PardJa0
1113,1992,56,HOU,NFL,16,10,6,0,0.625,5.5,3.0,2.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
1114,1993,57,HOU,NFL,16,12,4,0,0.75,7.2,4.1,3.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,PardJa0
1115,1994,58,HOU,NFL,10,1,9,0,0.1,-7.3,-4.7,-2.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PardJa0
1116,1976,43,SEA,NFL,14,2,12,0,0.143,-15.1,-2.2,-12.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PateJa0
1117,1977,44,SEA,NFL,14,5,9,0,0.357,-4.3,4.2,-8.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PateJa0
1118,1978,45,SEA,NFL,16,9,7,0,0.563,-0.4,3.4,-3.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PateJa0
1119,1979,46,SEA,NFL,16,9,7,0,0.563,2.6,4.9,-2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PateJa0
1120,1980,47,SEA,NFL,16,4,12,0,0.25,-5.3,-1.6,-3.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PateJa0
1121,1981,48,SEA,NFL,16,6,10,0,0.375,-3.3,-0.1,-3.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PateJa0
1122,1982,49,SEA,NFL,2,0,2,0,0.0,-5.4,-7.5,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PateJa0
1123,2018,44,DET,NFL,16,6,10,0,0.375,-3.0,-3.3,0.3,0.0,0.0,0.0,0.0,4.0,0,7.0,3.0,PatrMa0
1124,2019,45,DET,NFL,16,3,12,1,0.219,-5.2,-1.2,-4.0,0.0,0.0,0.0,0.0,4.0,0,3.0,1.0,PatrMa0
1125,2020,46,DET,NFL,11,4,7,0,0.364,-7.7,-1.0,-6.7,0.0,0.0,0.0,0.0,4.0,Fired after week 12,4.0,2.0,PatrMa0
1126,2006,43,NOR,NFL,16,10,6,0,0.625,4.0,4.9,-0.9,2.0,1.0,1.0,0.5,1.0,0,12.0,5.0,PaytSe0
1127,2007,44,NOR,NFL,16,7,9,0,0.438,-2.5,1.9,-4.5,0.0,0.0,0.0,0.0,3.0,0,11.0,2.0,PaytSe0
1128,2008,45,NOR,NFL,16,8,8,0,0.5,4.0,6.8,-2.8,0.0,0.0,0.0,0.0,4.0,0,15.0,5.0,PaytSe0
1129,2009,46,NOR,NFL,16,13,3,0,0.813,10.8,11.2,-0.5,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,11.0,5.0,PaytSe0
1130,2010,47,NOR,NFL,16,11,5,0,0.688,2.3,1.5,0.8,1.0,0.0,1.0,0.0,2.0,0,8.0,6.0,PaytSe0
1131,2011,48,NOR,NFL,16,13,3,0,0.813,11.4,10.6,0.8,2.0,1.0,1.0,0.5,1.0,0,7.0,4.0,PaytSe0
1132,2013,50,NOR,NFL,16,11,5,0,0.688,8.8,3.8,5.0,2.0,1.0,1.0,0.5,2.0,0,5.0,2.0,PaytSe0
1133,2014,51,NOR,NFL,16,7,9,0,0.438,-2.9,1.9,-4.8,0.0,0.0,0.0,0.0,2.0,0,6.0,4.0,PaytSe0
1134,2015,52,NOR,NFL,16,7,9,0,0.438,-6.6,1.1,-7.6,0.0,0.0,0.0,0.0,3.0,0,6.0,3.0,PaytSe0
1135,2016,53,NOR,NFL,16,7,9,0,0.438,1.5,6.8,-5.3,0.0,0.0,0.0,0.0,3.0,0,9.0,4.0,PaytSe0
1136,2017,54,NOR,NFL,16,11,5,0,0.688,9.2,7.0,2.2,2.0,1.0,1.0,0.5,1.0,0,5.0,1.0,PaytSe0
1137,2018,55,NOR,NFL,16,13,3,0,0.813,10.1,7.9,2.2,2.0,1.0,1.0,0.5,1.0,0,7.0,3.0,PaytSe0
1138,2019,56,NOR,NFL,16,13,3,0,0.813,7.4,5.0,2.3,1.0,0.0,1.0,0.0,1.0,0,9.0,7.0,PaytSe0
1139,2020,57,NOR,NFL,16,12,4,0,0.75,9.6,5.1,4.5,2.0,1.0,1.0,0.5,1.0,0,7.0,3.0,PaytSe0
1140,2021,58,NOR,NFL,17,9,8,0,0.529,2.0,-1.5,3.6,0.0,0.0,0.0,0.0,2.0,0,3.0,0.0,PaytSe0
1141,2023,60,DEN,NFL,17,8,9,0,0.471,-3.8,-0.8,-3.0,0.0,0.0,0.0,0.0,2.0,0,3.0,2.0,PaytSe0
1142,2024,61,DEN,NFL,17,10,7,0,0.588,6.4,2.1,4.3,1.0,0.0,1.0,0.0,3.0,0,9.0,2.0,PaytSe0
1143,2025,62,DEN,NFL,17,14,3,0,0.824,3.5,-0.1,3.5,2.0,1.0,1.0,0.5,1.0,0,4.0,2.0,PaytSe0
1144,2016,48,PHI,NFL,16,7,9,0,0.438,3.8,1.3,2.5,0.0,0.0,0.0,0.0,4.0,0,10.0,6.0,PedeDo0
1145,2017,49,PHI,NFL,16,13,3,0,0.813,9.4,7.0,2.5,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,7.0,3.0,PedeDo0
1146,2018,50,PHI,NFL,16,9,7,0,0.563,1.7,0.0,1.8,2.0,1.0,1.0,0.5,2.0,0,6.0,3.0,PedeDo0
1147,2019,51,PHI,NFL,16,9,7,0,0.563,0.3,0.7,-0.4,1.0,0.0,1.0,0.0,1.0,0,6.0,2.0,PedeDo0
1148,2020,52,PHI,NFL,16,4,11,1,0.281,-4.4,-2.8,-1.6,0.0,0.0,0.0,0.0,4.0,0,4.0,2.0,PedeDo0
1149,2022,54,JAX,NFL,17,9,8,0,0.529,1.8,1.6,0.2,2.0,1.0,1.0,0.5,1.0,0,4.0,1.0,PedeDo0
1150,2023,55,JAX,NFL,17,9,8,0,0.529,1.4,1.3,0.1,0.0,0.0,0.0,0.0,2.0,0,2.0,1.0,PedeDo0
1151,2024,56,JAX,NFL,17,4,13,0,0.235,-7.5,-4.2,-3.4,0.0,0.0,0.0,0.0,3.0,0,3.0,2.0,PedeDo0
1152,1976,54,ATL,NFL,9,3,6,0,0.333,-10.3,-6.7,-3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PeppPa0
1153,1979,38,NYG,NFL,16,6,10,0,0.375,-6.1,-5.4,-0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PerkRa0
1154,1980,39,NYG,NFL,16,4,12,0,0.25,-9.7,-4.3,-5.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PerkRa0
1155,1981,40,NYG,NFL,16,9,7,0,0.563,3.4,-2.2,5.5,2.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0,PerkRa0
1156,1982,41,NYG,NFL,9,4,5,0,0.444,1.0,-1.9,2.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PerkRa0
1157,1987,46,TAM,NFL,15,4,11,0,0.267,-5.8,-3.1,-2.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PerkRa0
1158,1988,47,TAM,NFL,16,5,11,0,0.313,-4.1,-1.9,-2.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PerkRa0
1159,1989,48,TAM,NFL,16,5,11,0,0.313,-5.1,-0.4,-4.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PerkRa0
1160,1990,49,TAM,NFL,13,5,8,0,0.385,-7.1,-4.0,-3.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PerkRa0
1161,1972,49,HOU,NFL,14,1,13,0,0.071,-13.0,-7.1,-5.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PeteBi0
1162,1973,50,HOU,NFL,5,0,5,0,0.0,-16.8,-4.4,-12.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PeteBi0
1163,1993,55,WAS,NFL,16,4,12,0,0.25,-6.5,-3.8,-2.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,PetiRi0
1164,2007,46,ATL,NFL,13,3,10,0,0.231,-10.6,-5.8,-4.8,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,PetrBo0
1165,2014,48,CLE,NFL,16,7,9,0,0.438,-3.9,-4.8,0.9,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,PettMi0
1166,2015,49,CLE,NFL,16,3,13,0,0.188,-6.1,-3.2,-2.9,0.0,0.0,0.0,0.0,4.0,0.0,8.0,3.0,PettMi0
1167,1975,52,HOU,NFL,14,10,4,0,0.714,6.4,1.2,5.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
1168,1976,53,HOU,NFL,14,5,9,0,0.357,-1.8,-2.7,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PhilBu0
1169,1977,54,HOU,NFL,14,8,6,0,0.571,6.6,4.4,2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
1170,1978,55,HOU,NFL,16,10,6,0,0.625,-0.4,-0.6,0.2,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,PhilBu0
1171,1979,56,HOU,NFL,16,11,5,0,0.688,4.4,2.9,1.4,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,PhilBu0
1172,1980,57,HOU,NFL,16,11,5,0,0.688,1.6,-2.7,4.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PhilBu0
1173,1981,58,NOR,NFL,16,4,12,0,0.25,-9.5,-7.2,-2.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PhilBu0
1174,1982,59,NOR,NFL,9,4,5,0,0.444,-3.8,-5.7,1.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PhilBu0
1175,1983,60,NOR,NFL,16,8,8,0,0.5,0.0,-1.1,1.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
1176,1984,61,NOR,NFL,16,7,9,0,0.438,-2.9,-1.7,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
1177,1985,62,NOR,NFL,12,4,8,0,0.333,-6.8,-3.0,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
1178,2012,51,MIA,NFL,16,7,9,0,0.438,-2.6,-5.5,2.9,0.0,0.0,0.0,0.0,2.0,0,6.0,2.0,PhilJo0
1179,2013,52,MIA,NFL,16,8,8,0,0.5,-0.8,-2.9,2.1,0.0,0.0,0.0,0.0,3.0,0,8.0,7.0,PhilJo0
1180,2014,53,MIA,NFL,16,8,8,0,0.5,2.6,2.9,-0.4,0.0,0.0,0.0,0.0,3.0,0,4.0,1.0,PhilJo0
1181,2015,54,MIA,NFL,4,1,3,0,0.25,-6.8,-4.7,-2.2,0.0,0.0,0.0,0.0,4.0,Fired after Week 4,1.0,0.0,PhilJo0
1182,2018,57,GNB,NFL,4,2,2,0,0.5,-2.7,0.0,-2.7,0.0,0.0,0.0,0.0,3.0,Interim coach after Week 13,2.0,0.0,PhilJo0
1183,1985,38,NOR,NFL,4,1,3,0,0.25,-6.8,-3.0,-3.9,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,PhilWa0
1184,1993,46,DEN,NFL,16,9,7,0,0.563,5.0,4.6,0.4,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,PhilWa0
1185,1994,47,DEN,NFL,16,7,9,0,0.438,-3.3,1.3,-4.6,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,PhilWa0
1186,1998,51,BUF,NFL,16,10,6,0,0.625,5.2,4.4,0.7,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,PhilWa0
1187,1999,52,BUF,NFL,16,11,5,0,0.688,7.1,-0.2,7.4,1.0,0.0,1.0,0.0,2.0,0,5.0,2.0,PhilWa0
1188,2000,53,BUF,NFL,16,8,8,0,0.5,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,4.0,0,10.0,2.0,PhilWa0
1189,2003,56,ATL,NFL,3,2,1,0,0.667,-7.4,-2.0,-5.4,0.0,0.0,0.0,0.0,4.0,Coach starting week 15,1.0,0.0,PhilWa0
1190,2007,60,DAL,NFL,16,13,3,0,0.813,9.5,7.8,1.7,1.0,0.0,1.0,0.0,1.0,0,8.0,5.0,PhilWa0
1191,2008,61,DAL,NFL,16,9,7,0,0.563,0.6,1.7,-1.2,0.0,0.0,0.0,0.0,3.0,0,9.0,5.0,PhilWa0
1192,2009,62,DAL,NFL,16,11,5,0,0.688,7.1,0.4,6.7,2.0,1.0,1.0,0.5,1.0,0,7.0,5.0,PhilWa0
1193,2010,63,DAL,NFL,8,1,7,0,0.125,-2.2,2.5,-4.7,0.0,0.0,0.0,0.0,3.0,Fired after Week 9,6.0,2.0,PhilWa0
1194,2013,66,HOU,NFL,3,0,3,0,0.0,-7.6,-5.0,-2.6,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,PhilWa0
1195,2023,45,LVR,NFL,9,5,4,0,0.556,-0.9,-2.4,1.6,0.0,0.0,0.0,0.0,2.0,Interim coach after week 8,2.0,1.0,PierAn0
1196,2024,46,LVR,NFL,17,4,13,0,0.235,-6.4,-3.9,-2.5,0.0,0.0,0.0,0.0,4.0,0,5.0,1.0,PierAn0
1197,1971,51,RAM,NFL,14,8,5,1,0.615,6.6,4.2,2.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,ProtTo0
1198,1972,52,RAM,NFL,14,6,7,1,0.464,-0.5,0.1,-0.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ProtTo0
1199,1974,54,SDG,NFL,14,5,9,0,0.357,-4.8,-3.5,-1.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ProtTo0
1200,1975,55,SDG,NFL,14,2,12,0,0.143,-9.4,-6.0,-3.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ProtTo0
1201,1976,56,SDG,NFL,14,6,8,0,0.429,-1.2,-1.7,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ProtTo0
1202,1977,57,SDG,NFL,14,7,7,0,0.5,3.7,-1.4,5.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ProtTo0
1203,1978,58,SDG,NFL,4,1,3,0,0.25,3.6,4.6,-0.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ProtTo0
1204,2015,45,ATL,NFL,16,8,8,0,0.5,-3.8,-4.0,0.3,0.0,0.0,0.0,0.0,2.0,0,4.0,2.0,QuinDa0
